target_gene	probe_count	annotated_ensembl_isoform_count	matched_probe_count	unmatched_probe_count	hit_isoform_count	hit_isoforms	common_to_all_probes_count	common_to_all_probes	distinct_probe_isoform_sets	classification
ADGRL2	5	101	5	0	89	ENST00000319517.11,ENST00000359929.8,ENST00000370713.6,ENST00000370715.6,ENST00000370717.7,ENST00000370721.6,ENST00000370723.6,ENST00000370725.6,ENST00000370727.6,ENST00000370728.6,ENST00000370730.6,ENST00000449420.5,ENST00000464775.6,ENST00000468283.1,ENST00000627151.3,ENST00000674168.2,ENST00000674198.1,ENST00000674208.2,ENST00000674209.2,ENST00000674307.2,ENST00000674367.1,ENST00000674373.1,ENST00000674393.2,ENST00000674407.2,ENST00000674410.1,ENST00000674419.2,ENST00000674442.2,ENST00000674464.1,ENST00000674489.2,ENST00000674492.1,ENST00000686636.1,ENST00000855565.2,ENST00000855566.2,ENST00000855567.2,ENST00000855568.2,ENST00000855569.2,ENST00000855570.2,ENST00000855571.2,ENST00000855572.2,ENST00000855573.2,ENST00000855574.2,ENST00000855575.2,ENST00000855576.2,ENST00000855577.2,ENST00000926499.1,ENST00000926500.2,ENST00000926501.2,ENST00000926502.2,ENST00000926503.2,ENST00000926504.2,ENST00000926505.2,ENST00000926506.2,ENST00000926507.2,ENST00000941333.2,ENST00000941334.2,ENST00000941335.2,ENST00000941336.2,ENST00000941337.2,ENST00000941338.2,ENST00000941339.2,ENST00000941340.2,ENST00000941341.2,ENST00000941342.2,ENST00000941343.2,ENST00000941344.2,ENST00000941345.2,ENST00000941346.2,ENST00000941347.2,ENST00000941348.2,ENST00000941349.2,ENST00000941350.2,ENST00000941351.2,ENST00000941352.2,ENST00000941353.2,ENST00000979169.1,ENST00000979170.1,ENST00000979171.1,ENST00000979172.1,ENST00000979173.1,ENST00000979174.1,ENST00001010636.1,ENST00001010637.1,ENST00001010638.1,ENST00001010639.1,ENST00001080295.1,ENST00001114920.1,ENST00001114921.1,ENST00001129358.1,ENST00001142561.1	75	ENST00000319517.11,ENST00000359929.8,ENST00000370713.6,ENST00000370715.6,ENST00000370717.7,ENST00000370723.6,ENST00000370725.6,ENST00000370727.6,ENST00000370728.6,ENST00000370730.6,ENST00000449420.5,ENST00000627151.3,ENST00000674168.2,ENST00000674208.2,ENST00000674209.2,ENST00000674307.2,ENST00000674373.1,ENST00000674393.2,ENST00000674407.2,ENST00000674419.2,ENST00000674442.2,ENST00000674489.2,ENST00000674492.1,ENST00000686636.1,ENST00000855565.2,ENST00000855566.2,ENST00000855567.2,ENST00000855568.2,ENST00000855569.2,ENST00000855570.2,ENST00000855571.2,ENST00000855572.2,ENST00000855573.2,ENST00000855574.2,ENST00000855575.2,ENST00000855576.2,ENST00000855577.2,ENST00000926499.1,ENST00000926500.2,ENST00000926501.2,ENST00000926503.2,ENST00000926505.2,ENST00000926506.2,ENST00000926507.2,ENST00000941333.2,ENST00000941334.2,ENST00000941335.2,ENST00000941336.2,ENST00000941337.2,ENST00000941338.2,ENST00000941339.2,ENST00000941340.2,ENST00000941341.2,ENST00000941342.2,ENST00000941343.2,ENST00000941344.2,ENST00000941345.2,ENST00000941348.2,ENST00000941349.2,ENST00000941350.2,ENST00000941351.2,ENST00000941352.2,ENST00000941353.2,ENST00000979169.1,ENST00000979170.1,ENST00000979171.1,ENST00000979172.1,ENST00000979173.1,ENST00000979174.1,ENST00001010636.1,ENST00001010637.1,ENST00001010638.1,ENST00001010639.1,ENST00001080295.1,ENST00001142561.1	4	multiple_isoforms_differential_probe_coverage
ADGRL4	5	32	5	0	30	ENST00000370742.4,ENST00000640664.2,ENST00000655029.2,ENST00000656204.1,ENST00000656300.1,ENST00000656841.2,ENST00000659463.1,ENST00000659905.1,ENST00000661030.2,ENST00000661361.1,ENST00000662530.1,ENST00000662640.1,ENST00000662895.1,ENST00000664452.1,ENST00000671209.2,ENST00000870761.2,ENST00000870762.2,ENST00000870763.2,ENST00000954023.2,ENST00000954024.2,ENST00000954025.2,ENST00000984458.1,ENST00001037481.1,ENST00001037482.1,ENST00001037483.1,ENST00001037484.1,ENST00001037485.1,ENST00001037486.1,ENST00001106445.1,ENST00001145180.1	16	ENST00000370742.4,ENST00000640664.2,ENST00000655029.2,ENST00000656841.2,ENST00000661030.2,ENST00000870761.2,ENST00000870763.2,ENST00000954023.2,ENST00000954025.2,ENST00000984458.1,ENST00001037481.1,ENST00001037482.1,ENST00001037483.1,ENST00001037484.1,ENST00001037485.1,ENST00001145180.1	5	multiple_isoforms_differential_probe_coverage
ADGRV1	5	44	5	0	13	ENST00000405460.9,ENST00000509621.1,ENST00000639473.1,ENST00000640012.1,ENST00000640374.1,ENST00000640403.1,ENST00000640464.1,ENST00000640779.1,ENST00000973080.1,ENST00000973081.1,ENST00000973082.1,ENST00000973083.1,ENST00001132655.1	6	ENST00000405460.9,ENST00000973080.1,ENST00000973081.1,ENST00000973082.1,ENST00000973083.1,ENST00001132655.1	5	multiple_isoforms_differential_probe_coverage
ADIPOQ	5	5	5	0	5	ENST00000320741.7,ENST00000444204.3,ENST00000881747.2,ENST00000956685.2,ENST00001142392.1	5	ENST00000320741.7,ENST00000444204.3,ENST00000881747.2,ENST00000956685.2,ENST00001142392.1	1	multiple_isoforms_same_probe_coverage
ADIRF	5	8	5	0	8	ENST00000372013.8,ENST00000416348.1,ENST00000561504.2,ENST00000715805.1,ENST00000953690.2,ENST00001104325.1,ENST00001122421.1,ENST00001136614.1	2	ENST00000372013.8,ENST00001136614.1	4	multiple_isoforms_differential_probe_coverage
ADM2	5	3	5	0	3	ENST00000395737.2,ENST00000395738.3,ENST00001134646.1	3	ENST00000395737.2,ENST00000395738.3,ENST00001134646.1	1	multiple_isoforms_same_probe_coverage
ADORA2A	5	46	5	0	37	ENST00000337539.12,ENST00000444262.6,ENST00000496497.1,ENST00000610595.5,ENST00000611543.5,ENST00000618076.4,ENST00000880349.2,ENST00000880350.2,ENST00000880351.2,ENST00000880352.2,ENST00000880353.2,ENST00000880354.2,ENST00000880355.2,ENST00000880356.2,ENST00000880357.2,ENST00000880358.2,ENST00000880359.2,ENST00000880360.2,ENST00000880361.2,ENST00000880362.2,ENST00000880363.2,ENST00000925457.2,ENST00000925458.2,ENST00000925459.2,ENST00000925460.2,ENST00000940965.2,ENST00000940966.2,ENST00000940967.2,ENST00000940968.2,ENST00000940969.2,ENST00000940970.2,ENST00000940971.2,ENST00000940972.2,ENST00000940973.2,ENST00000940974.2,ENST00000940975.2,ENST00001134035.1	35	ENST00000337539.12,ENST00000610595.5,ENST00000611543.5,ENST00000618076.4,ENST00000880349.2,ENST00000880350.2,ENST00000880351.2,ENST00000880352.2,ENST00000880353.2,ENST00000880354.2,ENST00000880355.2,ENST00000880356.2,ENST00000880357.2,ENST00000880358.2,ENST00000880359.2,ENST00000880360.2,ENST00000880361.2,ENST00000880362.2,ENST00000880363.2,ENST00000925457.2,ENST00000925458.2,ENST00000925459.2,ENST00000925460.2,ENST00000940965.2,ENST00000940966.2,ENST00000940967.2,ENST00000940968.2,ENST00000940969.2,ENST00000940970.2,ENST00000940971.2,ENST00000940972.2,ENST00000940973.2,ENST00000940974.2,ENST00000940975.2,ENST00001134035.1	3	multiple_isoforms_differential_probe_coverage
AGR2	5	16	5	0	15	ENST00000401412.6,ENST00000412973.1,ENST00000419304.7,ENST00000450569.5,ENST00000468419.1,ENST00000489523.5,ENST00000891197.1,ENST00000891198.2,ENST00000891199.2,ENST00000965169.2,ENST00000965170.2,ENST00001020812.1,ENST00001020813.1,ENST00001097501.1,ENST00001135285.1	8	ENST00000419304.7,ENST00000891197.1,ENST00000891198.2,ENST00000891199.2,ENST00000965169.2,ENST00000965170.2,ENST00001020812.1,ENST00001135285.1	4	multiple_isoforms_differential_probe_coverage
AHI1	5	87	5	0	62	ENST00000265602.11,ENST00000327035.11,ENST00000367799.7,ENST00000367800.9,ENST00000457866.7,ENST00000475846.6,ENST00000524469.5,ENST00000527681.2,ENST00000531788.5,ENST00000679434.1,ENST00000679450.1,ENST00000679476.1,ENST00000679589.1,ENST00000679622.1,ENST00000679668.1,ENST00000679672.1,ENST00000679711.1,ENST00000679742.1,ENST00000679890.1,ENST00000679925.2,ENST00000679943.1,ENST00000680119.1,ENST00000680184.1,ENST00000680278.1,ENST00000680337.1,ENST00000680561.1,ENST00000680656.1,ENST00000680826.1,ENST00000680840.1,ENST00000680965.1,ENST00000681022.1,ENST00000681057.1,ENST00000681301.1,ENST00000681332.1,ENST00000681340.2,ENST00000681365.1,ENST00000681477.1,ENST00000681488.1,ENST00000681522.2,ENST00000681670.2,ENST00000681718.1,ENST00000681756.2,ENST00000681828.1,ENST00000681841.2,ENST00000681860.1,ENST00000681945.1,ENST00000913495.2,ENST00000913496.2,ENST00000941465.2,ENST00000983820.1,ENST00001036600.1,ENST00001036601.1,ENST00001036602.1,ENST00001036603.1,ENST00001070885.1,ENST00001070886.1,ENST00001108379.1,ENST00001108380.1,ENST00001108381.1,ENST00001108382.1,ENST00001108383.1,ENST00001133060.1	46	ENST00000265602.11,ENST00000327035.11,ENST00000367800.9,ENST00000457866.7,ENST00000531788.5,ENST00000679434.1,ENST00000679450.1,ENST00000679589.1,ENST00000679622.1,ENST00000679668.1,ENST00000679672.1,ENST00000679742.1,ENST00000679925.2,ENST00000679943.1,ENST00000680184.1,ENST00000680278.1,ENST00000680561.1,ENST00000680656.1,ENST00000680826.1,ENST00000680840.1,ENST00000680965.1,ENST00000681022.1,ENST00000681301.1,ENST00000681332.1,ENST00000681340.2,ENST00000681365.1,ENST00000681477.1,ENST00000681488.1,ENST00000681522.2,ENST00000681670.2,ENST00000681718.1,ENST00000681756.2,ENST00000681828.1,ENST00000681841.2,ENST00000681860.1,ENST00000681945.1,ENST00000913495.2,ENST00000913496.2,ENST00000941465.2,ENST00001036600.1,ENST00001036601.1,ENST00001036602.1,ENST00001036603.1,ENST00001070885.1,ENST00001070886.1,ENST00001133060.1	4	multiple_isoforms_differential_probe_coverage
AHR	5	9	5	0	6	ENST00000242057.9,ENST00000463496.1,ENST00000492120.1,ENST00000642825.1,ENST00000964518.2,ENST00001136731.1	4	ENST00000242057.9,ENST00000463496.1,ENST00000642825.1,ENST00001136731.1	2	multiple_isoforms_differential_probe_coverage
AKT1	5	125	5	0	125	ENST00000349310.8,ENST00000402615.7,ENST00000407796.8,ENST00000544168.5,ENST00000553506.5,ENST00000553797.3,ENST00000554192.7,ENST00000554581.5,ENST00000554585.6,ENST00000554826.2,ENST00000554848.5,ENST00000555380.1,ENST00000555458.7,ENST00000555528.6,ENST00000556836.1,ENST00000557552.1,ENST00000610370.2,ENST00000649815.2,ENST00000682269.1,ENST00000683058.1,ENST00000683722.2,ENST00000684058.1,ENST00000714123.2,ENST00000714130.2,ENST00000855590.1,ENST00000855591.2,ENST00000855592.2,ENST00000855593.2,ENST00000855594.2,ENST00000855595.2,ENST00000855596.2,ENST00000855597.2,ENST00000855598.2,ENST00000855599.2,ENST00000855600.2,ENST00000939374.2,ENST00000939375.1,ENST00000939376.1,ENST00000939377.2,ENST00000939378.2,ENST00000939379.2,ENST00000939380.2,ENST00000939381.1,ENST00000939382.2,ENST00000939383.2,ENST00000939384.1,ENST00000939385.2,ENST00000939386.2,ENST00000939387.2,ENST00000939388.2,ENST00000939389.2,ENST00000939390.2,ENST00000959648.1,ENST00000959649.2,ENST00000959650.2,ENST00000959651.2,ENST00000959652.2,ENST00000959653.2,ENST00000959654.2,ENST00000959655.2,ENST00000959656.2,ENST00000959657.2,ENST00000959658.2,ENST00000959659.2,ENST00000959660.2,ENST00000959661.2,ENST00000959662.2,ENST00000959663.2,ENST00000959664.2,ENST00000959665.2,ENST00000959666.2,ENST00000959667.2,ENST00000959668.2,ENST00000959669.2,ENST00000959670.2,ENST00000959671.2,ENST00000959672.2,ENST00000959673.2,ENST00000959674.2,ENST00000959675.2,ENST00000959676.2,ENST00000959677.1,ENST00000959678.2,ENST00000959679.2,ENST00000959680.1,ENST00000959681.2,ENST00000959682.2,ENST00000959683.2,ENST00000959684.2,ENST00000959685.1,ENST00000996820.1,ENST00000996821.1,ENST00001020191.1,ENST00001020192.1,ENST00001020193.1,ENST00001020194.1,ENST00001020195.1,ENST00001020197.1,ENST00001020198.1,ENST00001020200.1,ENST00001020201.1,ENST00001020202.1,ENST00001020203.1,ENST00001020204.1,ENST00001020205.1,ENST00001020206.1,ENST00001020207.1,ENST00001020209.1,ENST00001020211.1,ENST00001020213.1,ENST00001020214.1,ENST00001020215.1,ENST00001020217.1,ENST00001020221.1,ENST00001020222.1,ENST00001020223.1,ENST00001020224.1,ENST00001020225.1,ENST00001020226.1,ENST00001020227.1,ENST00001020229.1,ENST00001020230.1,ENST00001020231.1,ENST00001020232.1,ENST00001073532.1	108	ENST00000349310.8,ENST00000402615.7,ENST00000407796.8,ENST00000553797.3,ENST00000554192.7,ENST00000554581.5,ENST00000554585.6,ENST00000554826.2,ENST00000554848.5,ENST00000555458.7,ENST00000555528.6,ENST00000610370.2,ENST00000649815.2,ENST00000683722.2,ENST00000714123.2,ENST00000714130.2,ENST00000855590.1,ENST00000855591.2,ENST00000855592.2,ENST00000855593.2,ENST00000855594.2,ENST00000855595.2,ENST00000855596.2,ENST00000855597.2,ENST00000855598.2,ENST00000855599.2,ENST00000855600.2,ENST00000939374.2,ENST00000939375.1,ENST00000939376.1,ENST00000939377.2,ENST00000939378.2,ENST00000939380.2,ENST00000939381.1,ENST00000939382.2,ENST00000939383.2,ENST00000939384.1,ENST00000939385.2,ENST00000939386.2,ENST00000939387.2,ENST00000939388.2,ENST00000939389.2,ENST00000959648.1,ENST00000959649.2,ENST00000959650.2,ENST00000959651.2,ENST00000959652.2,ENST00000959653.2,ENST00000959654.2,ENST00000959655.2,ENST00000959656.2,ENST00000959657.2,ENST00000959658.2,ENST00000959659.2,ENST00000959662.2,ENST00000959663.2,ENST00000959665.2,ENST00000959666.2,ENST00000959667.2,ENST00000959668.2,ENST00000959669.2,ENST00000959670.2,ENST00000959671.2,ENST00000959672.2,ENST00000959673.2,ENST00000959674.2,ENST00000959675.2,ENST00000959676.2,ENST00000959677.1,ENST00000959678.2,ENST00000959679.2,ENST00000959680.1,ENST00000959681.2,ENST00000959682.2,ENST00000959683.2,ENST00000959684.2,ENST00000959685.1,ENST00000996820.1,ENST00000996821.1,ENST00001020191.1,ENST00001020192.1,ENST00001020193.1,ENST00001020194.1,ENST00001020195.1,ENST00001020198.1,ENST00001020200.1,ENST00001020201.1,ENST00001020203.1,ENST00001020204.1,ENST00001020205.1,ENST00001020206.1,ENST00001020209.1,ENST00001020211.1,ENST00001020214.1,ENST00001020215.1,ENST00001020217.1,ENST00001020221.1,ENST00001020222.1,ENST00001020223.1,ENST00001020224.1,ENST00001020225.1,ENST00001020226.1,ENST00001020227.1,ENST00001020229.1,ENST00001020230.1,ENST00001020231.1,ENST00001020232.1,ENST00001073532.1	5	multiple_isoforms_differential_probe_coverage
ALCAM	5	15	5	0	11	ENST00000306107.9,ENST00000470756.5,ENST00000472644.7,ENST00000481337.5,ENST00000486979.7,ENST00000880066.2,ENST00000932235.1,ENST00001069811.1,ENST00001110864.1,ENST00001120121.1,ENST00001141248.1	9	ENST00000306107.9,ENST00000470756.5,ENST00000472644.7,ENST00000880066.2,ENST00000932235.1,ENST00001069811.1,ENST00001110864.1,ENST00001120121.1,ENST00001141248.1	2	multiple_isoforms_differential_probe_coverage
ANGPT1	5	15	5	0	13	ENST00000297450.8,ENST00000517746.6,ENST00000518386.5,ENST00000520052.2,ENST00000520734.6,ENST00000521950.1,ENST00000949598.2,ENST00001006619.1,ENST00001006620.1,ENST00001050458.1,ENST00001050459.1,ENST00001121968.1,ENST00001137101.1	10	ENST00000297450.8,ENST00000517746.6,ENST00000520052.2,ENST00000520734.6,ENST00001006619.1,ENST00001006620.1,ENST00001050458.1,ENST00001050459.1,ENST00001121968.1,ENST00001137101.1	4	multiple_isoforms_differential_probe_coverage
ANGPT2	5	9	5	0	9	ENST00000325203.10,ENST00000338312.11,ENST00000523120.3,ENST00000629816.3,ENST00000897269.2,ENST00001013823.1,ENST00001125121.1,ENST00001126559.1,ENST00001138986.1	6	ENST00000325203.10,ENST00000338312.11,ENST00000629816.3,ENST00000897269.2,ENST00001125121.1,ENST00001138986.1	3	multiple_isoforms_differential_probe_coverage
ANGPT4	5	4	5	0	4	ENST00000381922.5,ENST00000878109.2,ENST00000977825.1,ENST00001132690.1	4	ENST00000381922.5,ENST00000878109.2,ENST00000977825.1,ENST00001132690.1	1	multiple_isoforms_same_probe_coverage
ANGPTL1	5	16	5	0	16	ENST00000234816.7,ENST00000367629.2,ENST00000444255.1,ENST00000853919.2,ENST00000853920.2,ENST00000853921.2,ENST00000853922.2,ENST00000963348.2,ENST00000963349.2,ENST00001018238.1,ENST00001018239.1,ENST00001106653.1,ENST00001106654.1,ENST00001111752.1,ENST00001125949.1,ENST00001145810.1	11	ENST00000234816.7,ENST00000367629.2,ENST00000853919.2,ENST00000853920.2,ENST00000853921.2,ENST00000853922.2,ENST00000963348.2,ENST00000963349.2,ENST00001018238.1,ENST00001018239.1,ENST00001145810.1	3	multiple_isoforms_differential_probe_coverage
ANXA1	5	40	5	0	40	ENST00000257497.11,ENST00000376911.3,ENST00000415424.5,ENST00000456643.5,ENST00000468639.5,ENST00000489109.1,ENST00000491192.1,ENST00000495713.5,ENST00000857789.2,ENST00000857790.2,ENST00000857791.2,ENST00000857792.2,ENST00000857793.2,ENST00000857794.2,ENST00000857795.2,ENST00000857796.2,ENST00000857797.2,ENST00000954795.2,ENST00000954796.2,ENST00000954797.2,ENST00000954798.2,ENST00000954799.2,ENST00000954800.2,ENST00000954801.2,ENST00000954802.2,ENST00000954803.2,ENST00000954804.2,ENST00000954805.2,ENST00000954806.2,ENST00001046518.1,ENST00001046526.1,ENST00001097712.1,ENST00001097713.1,ENST00001097714.1,ENST00001097715.1,ENST00001097716.1,ENST00001097717.1,ENST00001109572.1,ENST00001129318.1,ENST00001135018.1	30	ENST00000257497.11,ENST00000376911.3,ENST00000857789.2,ENST00000857790.2,ENST00000857791.2,ENST00000857792.2,ENST00000857793.2,ENST00000857794.2,ENST00000857795.2,ENST00000857796.2,ENST00000857797.2,ENST00000954795.2,ENST00000954796.2,ENST00000954797.2,ENST00000954798.2,ENST00000954799.2,ENST00000954801.2,ENST00000954802.2,ENST00000954803.2,ENST00000954804.2,ENST00000954805.2,ENST00000954806.2,ENST00001046518.1,ENST00001046526.1,ENST00001097712.1,ENST00001097713.1,ENST00001097714.1,ENST00001097717.1,ENST00001129318.1,ENST00001135018.1	5	multiple_isoforms_differential_probe_coverage
ANXA2	5	133	5	0	126	ENST00000332680.8,ENST00000396024.7,ENST00000421017.6,ENST00000451270.7,ENST00000504475.6,ENST00000557906.6,ENST00000557937.5,ENST00000558132.5,ENST00000558169.6,ENST00000558503.6,ENST00000558558.6,ENST00000558985.6,ENST00000558998.5,ENST00000559113.6,ENST00000559176.5,ENST00000559370.5,ENST00000559559.5,ENST00000559647.2,ENST00000559725.5,ENST00000559780.6,ENST00000559818.6,ENST00000559956.6,ENST00000560014.5,ENST00000560367.6,ENST00000560466.5,ENST00000560468.6,ENST00000560495.1,ENST00000560546.5,ENST00000560936.2,ENST00000561022.5,ENST00000561445.5,ENST00000676687.1,ENST00000677258.1,ENST00000677968.1,ENST00000678061.1,ENST00000678450.1,ENST00000678796.1,ENST00000678870.1,ENST00000679109.1,ENST00000861991.1,ENST00000861992.1,ENST00000861993.1,ENST00000861994.1,ENST00000861995.1,ENST00000861996.1,ENST00000861997.1,ENST00000861998.1,ENST00000861999.1,ENST00000862000.1,ENST00000862001.1,ENST00000862002.1,ENST00000862003.1,ENST00000862004.1,ENST00000862005.1,ENST00000862006.1,ENST00000862007.1,ENST00000862008.1,ENST00000862009.1,ENST00000911891.1,ENST00000911892.1,ENST00000911893.1,ENST00000911894.1,ENST00000971922.1,ENST00000971923.1,ENST00000971924.1,ENST00000971925.1,ENST00000971926.1,ENST00000971927.1,ENST00000971928.1,ENST00000971929.1,ENST00000971930.1,ENST00000971931.1,ENST00000971932.1,ENST00000971933.1,ENST00000971934.1,ENST00000971935.1,ENST00000991501.1,ENST00000991504.1,ENST00001057399.1,ENST00001057400.1,ENST00001057401.1,ENST00001057405.1,ENST00001057412.1,ENST00001057413.1,ENST00001057419.1,ENST00001057422.1,ENST00001057424.1,ENST00001104636.1,ENST00001104637.1,ENST00001104638.1,ENST00001104639.1,ENST00001104640.1,ENST00001104641.1,ENST00001104642.1,ENST00001104643.1,ENST00001104644.1,ENST00001104645.1,ENST00001104646.1,ENST00001104647.1,ENST00001104648.1,ENST00001104649.1,ENST00001104650.1,ENST00001104651.1,ENST00001104652.1,ENST00001104653.1,ENST00001104654.1,ENST00001104655.1,ENST00001104656.1,ENST00001104657.1,ENST00001104658.1,ENST00001104659.1,ENST00001104660.1,ENST00001104661.1,ENST00001104662.1,ENST00001104663.1,ENST00001104664.1,ENST00001108801.1,ENST00001108802.1,ENST00001112467.1,ENST00001112468.1,ENST00001112469.1,ENST00001129713.1,ENST00001129714.1,ENST00001129715.1,ENST00001129716.1,ENST00001129717.1	56	ENST00000332680.8,ENST00000396024.7,ENST00000421017.6,ENST00000451270.7,ENST00000557906.6,ENST00000558558.6,ENST00000558985.6,ENST00000559113.6,ENST00000559647.2,ENST00000559780.6,ENST00000559956.6,ENST00000560468.6,ENST00000676687.1,ENST00000677968.1,ENST00000678061.1,ENST00000678450.1,ENST00000678796.1,ENST00000678870.1,ENST00000861992.1,ENST00000861994.1,ENST00000861995.1,ENST00000861996.1,ENST00000861997.1,ENST00000861998.1,ENST00000861999.1,ENST00000862000.1,ENST00000862001.1,ENST00000911891.1,ENST00000911893.1,ENST00000971922.1,ENST00000971924.1,ENST00000971925.1,ENST00000971927.1,ENST00000971928.1,ENST00000971929.1,ENST00000971930.1,ENST00000971931.1,ENST00000971932.1,ENST00000991504.1,ENST00001057401.1,ENST00001057405.1,ENST00001057412.1,ENST00001057413.1,ENST00001057419.1,ENST00001057424.1,ENST00001104636.1,ENST00001104637.1,ENST00001104638.1,ENST00001104639.1,ENST00001104640.1,ENST00001104645.1,ENST00001104647.1,ENST00001104648.1,ENST00001104650.1,ENST00001104657.1,ENST00001104659.1	5	multiple_isoforms_differential_probe_coverage
ANXA4	5	73	5	0	69	ENST00000394295.6,ENST00000409920.6,ENST00000460439.5,ENST00000460942.5,ENST00000468815.1,ENST00000471395.1,ENST00000472124.1,ENST00000477632.5,ENST00000484219.1,ENST00000487351.6,ENST00000635311.1,ENST00000892545.2,ENST00000892547.2,ENST00000892549.2,ENST00000892551.2,ENST00000892553.2,ENST00000892555.2,ENST00000892557.2,ENST00000892559.2,ENST00000892561.2,ENST00000892562.2,ENST00000892563.2,ENST00000892564.2,ENST00000892565.2,ENST00000892566.2,ENST00000892567.2,ENST00000892568.2,ENST00000892569.2,ENST00000892570.2,ENST00000892571.2,ENST00000892572.2,ENST00000892573.2,ENST00000892574.2,ENST00000892575.2,ENST00000892576.2,ENST00000892577.2,ENST00000892578.2,ENST00000892579.2,ENST00000892580.2,ENST00000892581.2,ENST00000892582.2,ENST00000892583.2,ENST00000892584.2,ENST00000892585.2,ENST00000892586.2,ENST00000892587.2,ENST00000892588.2,ENST00000892589.2,ENST00000892590.2,ENST00000892591.2,ENST00000939478.2,ENST00000939479.2,ENST00000955418.2,ENST00000955419.2,ENST00000955420.2,ENST00000955421.2,ENST00001000876.1,ENST00001000877.1,ENST00001000878.1,ENST00001000879.1,ENST00001000880.1,ENST00001023460.1,ENST00001023463.1,ENST00001060371.1,ENST00001095717.1,ENST00001095718.1,ENST00001107638.1,ENST00001107639.1,ENST00001140471.1	51	ENST00000394295.6,ENST00000409920.6,ENST00000477632.5,ENST00000892545.2,ENST00000892547.2,ENST00000892549.2,ENST00000892551.2,ENST00000892553.2,ENST00000892555.2,ENST00000892557.2,ENST00000892559.2,ENST00000892561.2,ENST00000892562.2,ENST00000892563.2,ENST00000892564.2,ENST00000892565.2,ENST00000892567.2,ENST00000892568.2,ENST00000892572.2,ENST00000892573.2,ENST00000892574.2,ENST00000892575.2,ENST00000892576.2,ENST00000892577.2,ENST00000892579.2,ENST00000892581.2,ENST00000892582.2,ENST00000892583.2,ENST00000892584.2,ENST00000892585.2,ENST00000892586.2,ENST00000892587.2,ENST00000892588.2,ENST00000892589.2,ENST00000892590.2,ENST00000892591.2,ENST00000939478.2,ENST00000939479.2,ENST00000955418.2,ENST00000955419.2,ENST00000955420.2,ENST00000955421.2,ENST00001000876.1,ENST00001000877.1,ENST00001000878.1,ENST00001000879.1,ENST00001000880.1,ENST00001023460.1,ENST00001023463.1,ENST00001060371.1,ENST00001140471.1	4	multiple_isoforms_differential_probe_coverage
APOA1	5	40	5	0	40	ENST00000236850.5,ENST00000359492.7,ENST00000375320.6,ENST00000375323.5,ENST00000375329.7,ENST00000855297.1,ENST00000855298.1,ENST00000855299.2,ENST00000855300.2,ENST00000855301.2,ENST00000855302.2,ENST00000855303.2,ENST00000855304.1,ENST00000855305.2,ENST00000855306.2,ENST00000855307.2,ENST00000855308.2,ENST00000855309.1,ENST00000855310.2,ENST00000855311.2,ENST00000855312.2,ENST00000855313.2,ENST00000855314.2,ENST00000855315.1,ENST00000855316.2,ENST00000855317.1,ENST00000855318.2,ENST00000855319.1,ENST00000855320.2,ENST00000855321.1,ENST00000985679.1,ENST00000985682.1,ENST00000985689.1,ENST00000985692.1,ENST00000985703.1,ENST00000985707.1,ENST00001093020.1,ENST00001108737.1,ENST00001119410.1,ENST00001139058.1	34	ENST00000236850.5,ENST00000359492.7,ENST00000375320.6,ENST00000375323.5,ENST00000375329.7,ENST00000855297.1,ENST00000855298.1,ENST00000855299.2,ENST00000855300.2,ENST00000855301.2,ENST00000855303.2,ENST00000855304.1,ENST00000855306.2,ENST00000855307.2,ENST00000855308.2,ENST00000855310.2,ENST00000855311.2,ENST00000855312.2,ENST00000855313.2,ENST00000855315.1,ENST00000855316.2,ENST00000855318.2,ENST00000855319.1,ENST00000855320.2,ENST00000855321.1,ENST00000985679.1,ENST00000985682.1,ENST00000985689.1,ENST00000985692.1,ENST00000985703.1,ENST00000985707.1,ENST00001093020.1,ENST00001119410.1,ENST00001139058.1	5	multiple_isoforms_differential_probe_coverage
